"fit"
152,146740793179
150,63938521561
146,890181011622
149,555813429973
154,415365743954
153,011707869358
147,671400576445
145,719073200292
146,427653448389
149,8299670629
149,763616308963
151,792805814148
148,432879119677
143,541668147908
140,602620883786
145,14564049756
147,040605988122
144,453469163289
142,261612933276
143,849206347646
145,036630302796
145,474444476241
144,79052539875
146,021644191473
147,078675861447
148,870661247562
158,675708880287
163,007152526206
163,817190072913
160,924271962588
152,289106312472
152,697814476838
157,787344677556
230,942621576234
231,293487536428
230,150298348999
228,725245820318
234,800381762607
230,999648478299
232,891728499854
232,485342699796
234,547569883477
238,354363857609
238,806103557106
236,92171050929
239,084291734188
235,609712721355
236,538143794161
242,541673676012
247,963190096806
241,264525333353
243,365950805323
251,974626912034
247,405617229824
242,128064076438
256,126492254862
246,706969578186
249,286068796555
250,919610594077
248,31875017429
266,964266017586
261,630946891066
251,742316324737
250,252439504398
244,862105578846
249,559842579201
258,63242042056
252,990827976159
247,634388393211
246,397606304434
249,495242800511
283,140841438051
310,602372896229
302,429761848147
316,956819277355
307,038409660434
299,565615814674
306,838752440825
302,134417561299
297,533915685184
294,42018024631
290,452470975453
297,400317190454
287,127724542384
283,386499122396
287,82478020088
280,071908605176
278,716757897506
279,070124795478
260,675326474504
258,819875429122
254,915236012068
254,618140499025
186,264829805079
184,095462903671
150,239651697225
